Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,ROI,Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,,ROI_1_Blank_Area,ROI_1_HScore_1,ROI_1_HScore_2,ROI_1_Heme_Area,ROI_1_MAP2_Area,ROI_1_Total_Area,Per_Heme,Per_Map,Ratio,Tissue_Gaps,Gap_Adj
3067_-_,3067,1886,N,M,α02,2,A1-3,A2,2024-04-01-Map2,ROI_2,3067_-_,3067,1886,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,858687.5049,102.6185539,135.0197527,1692036.168,20822951.28,23373674.95,7.515154836,92.48484516,0.08125823,3.673737685,3.813848473
3070_-_,3070,1925,N,M,β04,4,A4-5,A5,2024-04-01-Map2,ROI_2,3070_-_,3070,1925,RV 10,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,6654389.658,110.2366672,123.5401277,6237881.976,20631910.2,33524181.83,23.21522227,76.78477773,0.302341466,19.84952143,24.76531867
3074(2)_-_,3074,1832,L/H,F,04A,4,A4,A4,2024-04-01-Map2,ROI_2,3074(2)_-_,3074,1832,L/H,F,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3118(2)_-_,3118,1830,L/H,M,04A,4,A4,A4,2024-04-01-Map2,ROI_2,3118(2)_-_,3118,1830,L/H,M,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3135_-_,3135,1922,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,3135_-_,3135,1922,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,7878418.469,117.8118518,131.4031427,5266396.385,23921190.95,37066005.81,18.0432741,81.9567259,0.220156112,21.25510504,26.99235938
3148_-_,3148,1921,N,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,3148_-_,3148,1921,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1945255.355,115.593775,128.2397188,2847319.596,18539961.5,23332536.45,13.31314431,86.68685569,0.153577428,8.337093394,9.095384057
3228_-_,3228,1926,N,M,β04,4,A4-5,A5,2024-04-01-Map2,ROI_2,3228_-_,3228,1926,RV 10,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,4565175.41,115.7259473,128.8593989,8433246.092,23227020.11,36225441.61,26.63668726,73.36331274,0.363079123,12.60212494,14.41925782
3239_-_,3239,1886,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_2,3239_-_,3239,1886,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,1663488.363,95.46547142,137.4908853,3009377.562,30522589.13,35195455.05,8.974652723,91.02534728,0.098595095,4.72642948,4.960903065
3284_-_,3284,1915,RV 10,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,3284_-_,3284,1915,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,7270987.95,106.7739498,132.5575489,5704628.525,27720702.14,40696318.62,17.06678262,82.93321738,0.205789467,17.86645131,21.75292751
3297(2)_-_,3297,1828,L/H,M,04A,4,A4,A4,2024-04-01-Map2,ROI_2,3297(2)_-_,3297,1828,L/H,M,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3412_-_,3412,1888,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,3412_-_,3412,1888,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,1823780.299,100.4563027,136.6634412,2975455.292,32754641.37,37553876.96,8.327588139,91.67241186,0.090840723,4.856436796,5.104325119
3432_-_,3432,1923,N,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,3432_-_,3432,1923,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,4633253.807,106.7234087,123.20283,4880995.47,14593380.21,24107629.48,25.06368137,74.93631863,0.334466409,19.21903525,23.79153964
3458_-_,3458,1887,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_2,3458_-_,3458,1887,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,2312732.997,95.7019786,141.3600187,3778257.619,33681239.43,39772230.04,10.08624759,89.91375241,0.112176918,5.814944233,6.173956352
3559_-_,3559,1918,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,3559_-_,3559,1918,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,5423319.02,112.3797389,124.124157,5468465.064,15966988.18,26858772.26,25.51131064,74.48868936,0.342485696,20.19198408,25.30069674
3647(2)_-_,3647,1832,L/H,F,05A,5,A5,A5,2024-04-01-Map2,ROI_2,3647(2)_-_,3647,1832,L/H,F,05A,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3648_-_,3648,1887,N,M,α02,2,A1-3,A2,2024-04-01-Map2,ROI_2,3648_-_,3648,1887,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,787969.0367,105.5641921,125.9372021,1431465.394,21648186.54,23867620.97,6.202283286,93.79771671,0.066124033,3.301414237,3.41412877
3703_-_,3703,1886,N,M,β05,5,A4-5,A5,2024-04-01-Map2,ROI_2,3703_-_,3703,1886,RV 10,M,β05,5,A4-5,2024-04-01-Map2,,TRUE,2310352.848,139.9226807,60.21525777,28963389.98,817.9859209,31274560.81,,,,7.387323077,7.976578718
3734_-_,3734,1888,N,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,3734_-_,3734,1888,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,2299386.748,107.0484877,136.5979597,1766820.862,17624876.15,21691083.76,9.111223532,90.88877647,0.10024586,10.60060794,11.85758393
3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,A1,2024-04-01-Map2,ROI_2,3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,2024-04-01-Map2,,TRUE,486279.9528,115.414214,134.842171,2856366.458,9250503.78,12593150.19,23.59293857,76.40706143,0.308779557,3.861463934,4.016562029
3858(2)_-_,3858,1828,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_2,3858(2)_-_,3858,1828,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3882_-_,3882,1919,N,F,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,3882_-_,3882,1919,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,3302391.497,116.265533,125.085755,4904482.223,12923044.83,21129918.55,27.51072658,72.48927342,0.379514448,15.62898356,18.52411435
3952_-_,3952,1921,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,3952_-_,3952,1921,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,6661169.96,108.2518108,125.4624311,6311649.358,21513720.2,34486539.52,22.68307468,77.31692532,0.293377868,19.31527504,23.93919673
3974_-_,3974,1889,N,F,α04,4,A1-3,A2,2024-04-01-Map2,ROI_2,3974_-_,3974,1889,N,F,α04,4,A1-3,2024-04-01-Map2,,TRUE,1559504.626,112.7434009,126.3490067,1752105.178,23021328.06,26332937.86,7.072516598,92.9274834,0.076107911,5.922258406,6.295068638
4045_-_,4045,1920,N,F,α05,5,A1-3,A2,2024-04-01-Map2,ROI_2,4045_-_,4045,1920,RV 10,F,α05,5,A1-3,2024-04-01-Map2,,TRUE,2088243.697,106.7733099,127.2211463,4809508.647,14540962.59,21438714.93,24.85473655,75.14526345,0.330755864,9.740526444,10.79169428
4153_-_,4153,1920,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,4153_-_,4153,1920,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,4411847.134,113.700624,128.533415,4684788.613,25416621.5,34513257.25,15.56335266,84.43664734,0.18431988,12.78305059,14.65661282
4156_-_,4156,1915,RV 10,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,4156_-_,4156,1915,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1428925.06,109.5659125,129.8849189,2574864.312,17120760.09,21124549.46,13.07328095,86.92671905,0.150394276,6.76428656,7.255038129
Image_6129,6129,1961,S/H,M,α01,1,A1-3,A3,2024-03-11-Map2,ROI_3,Image_6129,6129,1961,S/H,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,2320906.182,113.8222651,170.924568,10920341.65,19220703.56,32461951.4,36.23079948,63.76920052,0.568155147,7.149620038,7.700151621
4276_-_,4276,1926,N,M,α04,4,A1-3,A2,2024-04-01-Map2,ROI_2,4276_-_,4276,1926,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,2742056.34,104.8984983,137.7333569,1972039.191,21848055.04,26562150.57,8.278889126,91.72111087,0.090261544,10.32317143,11.511526
4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_2,4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,1596249.711,108.3865149,128.3206294,2767055.971,28080627.48,32443933.16,8.970060833,91.02993917,0.098539677,4.920025273,5.174617775
4330_-_,4330,1924,N,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,4330_-_,4330,1924,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1844405.181,107.1378236,129.8578549,3222711.711,20706030.93,25773147.82,13.46795258,86.53204742,0.15564121,7.156305446,7.7079068
4397(2)_-_,4397,1832,L/H,F,02A,2,A2,A2,2024-04-01-Map2,ROI_2,4397(2)_-_,4397,1832,L/H,F,02A,2,A2,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4421_-_,4421,1923,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,4421_-_,4421,1923,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,5126099.047,110.9815049,117.7392519,6207014.238,20327493.69,31660606.98,23.39223419,76.60776581,0.305350691,16.19077944,19.31861356
4481_-_,4481,1919,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_2,4481_-_,4481,1919,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,6943449.749,108.1685666,120.0405005,9196468.146,15655695.24,31795613.13,37.00469856,62.99530144,0.587419978,21.8377602,27.93901538
4691(2)_-_,4691,1830,L/H,M,02A,2,A2,A2,2024-04-01-Map2,ROI_2,4691(2)_-_,4691,1830,L/H,M,02A,2,A2,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4711_-_,4711,1864,N,M,β04,4,A4-5,A5,2024-04-01-Map2,ROI_2,4711_-_,4711,1864,N,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,4552830.06,107.1326689,117.2359879,2191761.892,32696629.26,39441221.21,6.282209696,93.7177903,0.067033267,11.54332934,13.04969908
4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,A3,2024-04-01-Map2,ROI_2,4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,2024-04-01-Map2,,TRUE,2344469.071,102.2899238,130.4937521,6908559.559,22846856.67,32099885.3,23.21782194,76.78217806,0.30238556,7.303668063,7.879133846
4744_-_,4744,1918,N,F,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,4744_-_,4744,1918,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,4791615.438,113.3626596,131.3908875,2686406.589,19116922.58,26594944.61,12.3210844,87.6789156,0.140525055,18.01701605,21.9765312
4753_-_,4753,1892,N,M,α02,2,A1-3,A2,2024-04-01-Map2,ROI_2,4753_-_,4753,1892,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,1348154.015,103.7668128,133.8452723,2229607.205,19373623.79,22951385.01,10.32071177,89.67928823,0.115084675,5.873954946,6.240520297
4810_-_,4810,1922,N,M,α03,3,A1-3,A2,2024-04-01-Map2,ROI_2,4810_-_,4810,1922,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1883061.8,110.5773649,126.923441,3077681.952,23045395.95,28006139.7,11.78146757,88.21853243,0.133548669,6.723746365,7.208422404
4825_-_,4825,1889,N,F,β04,4,A4-5,A5,2024-04-01-Map2,ROI_2,4825_-_,4825,1889,N,F,β04,4,A4-5,2024-04-01-Map2,,TRUE,2241009.104,106.4910238,126.5981539,2661967.019,32892930.08,37795906.2,7.486920893,92.51307911,0.080928242,5.929237659,6.302954831
4878_-_,4878,1886,N,M,α05,5,A1-3,A2,2024-04-01-Map2,ROI_2,4878_-_,4878,1886,RV 10,M,α05,5,A1-3,2024-04-01-Map2,,TRUE,1022819.08,106.5980267,127.2658487,1984134.84,22170744.05,25177697.97,8.21421978,91.78578022,0.089493381,4.062401103,4.234420237
4899(3)_-_,4899,1830,L/H,M,03A,3,A3,A3,2024-04-01-Map2,ROI_2,4899(3)_-_,4899,1830,L/H,M,03A,3,A3,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4902_-_,4902,1925,N,M,α04,4,A1-3,A2,2024-04-01-Map2,ROI_2,4902_-_,4902,1925,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,1845298.309,117.236168,136.5634704,2295897.819,18220423.69,22361619.82,11.19059193,88.80940807,0.126006829,8.252077997,8.994294167
4919(3)_-_,4919,1830,L/H,M,01A,1,A1,A1,2024-04-01-Map2,ROI_2,4919(3)_-_,4919,1830,L/H,M,01A,1,A1,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4990_-_,4990,1892,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_2,4990_-_,4990,1892,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,2258973.101,102.6635739,128.8082145,3072556.475,33404446.6,38735976.18,8.423270048,91.57672995,0.091980463,5.831718531,6.192869234
_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_2,_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,4624492.216,121.3688353,128.5836397,5622126.877,28035305.25,38281924.34,16.70396855,83.29603145,0.200537388,12.0800934,13.73988425
_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_2,_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,3695940.036,121.8145258,135.5240105,8103896.785,18303480.12,30103316.94,30.68800363,69.31199637,0.442751692,12.2775176,13.99586203
_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_2,_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_2,_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,3085822.904,178.8478821,181.990185,21546306.92,9143002.008,33775131.83,70.20785958,29.79214042,2.35658998,9.136375602,10.05504201
_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_2,_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,832208.2226,96.34038134,164.267149,3702637.897,19300282.36,23835128.48,16.09638191,83.90361809,0.191843716,3.491519768,3.617837271
1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,A3,2024-03-11-Map2,ROI_3,1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,2024-03-11-Map2,,TRUE,413160.5208,151.6120421,205.9126115,17424957.98,12794640.91,30632759.41,57.66111603,42.33888397,1.361895039,1.348753846,1.367193927
2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_3,2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_3,2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_3,2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3290_40x-1-4,3290,1921,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,3290_40x-1-4,3290,1921,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,2849953.369,158.6525513,184.3196276,17185325.16,8848570.264,28883848.79,66.01134744,33.98865256,1.942158411,9.866944637,10.94708772
3663_40x-1,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_3,3663_40x-1,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-2,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_3,3663_40x-2,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-3,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_3,3663_40x-3,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
4460_40x-1-3,4460,1921,N,M,α01,1,A1-3,A3,2024-03-11-Map2,ROI_3,4460_40x-1-3,4460,1921,RV 10,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,3677611.404,124.6809199,168.4961026,13489380.11,18455208.67,35622200.19,42.2274339,57.7725661,0.730925364,10.3239311,11.51247064
1919-01-A_40X_4,4049,1919,N,F,01A,1,A1,A1,2024-03-11-Map2,ROI_3,1919-01-A_40X_4,4049,1919,RV 10,F,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-2,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_3,1919-03-A_40x-2,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-3,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_3,1919-03-A_40x-3,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-1,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_3,1919-04-A_40x-1,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-2,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_3,1919-04-A_40x-2,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-1,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_3,1919-05-A-40x-1,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-3,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_3,1919-05-A-40x-3,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-1,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,1923-Beta-1-40x-1,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-2,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,1923-Beta-1-40x-2,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_3,1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1043(2)_-_,1043,1798,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_3,1043(2)_-_,1043,1798,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1125(2)_-_,1125,1797,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_3,1125(2)_-_,1125,1797,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1142(2)_-_,1142,1797,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_3,1142(2)_-_,1142,1797,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1252(2)_-_,1252,1828,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_3,1252(2)_-_,1252,1828,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,A3,2024-03-11-Map2,ROI_3,1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_3,1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_3,1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1461(3)_-_,1461,1798,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_3,1461(3)_-_,1461,1798,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1708(3)_-_,1708,1312,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_3,1708(3)_-_,1708,1312,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1768_-_,1768,1737,RV 10,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,1768_-_,1768,1737,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,5527266.555,97.87444835,150.4270759,4822239.357,29465627.65,39815133.56,14.06398174,85.93601826,0.163656428,13.88232579,16.12018197
Image_5025,5025,1964,S/H,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,Image_5025,5025,1964,S/H,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,1497393.773,109.6572453,189.6029212,9302317.165,16308274.1,27107985.04,36.32214918,63.67785082,0.570404759,5.523810681,5.84677549
Image_7614,7614,1958,S/H,F,β01,1,A4-5,A5,2024-03-11-Map2,ROI_3,Image_7614,7614,1958,S/H,F,β01,1,A4-5,2024-03-11-Map2,,TRUE,1155335.853,113.4154044,171.5275986,8754338.715,15324320.67,25233995.24,36.35725135,63.64274865,0.571270916,4.578489621,4.798173496
Image_5261,5261,1957,S/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_2,Image_5261,5261,1957,S/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,3740051.423,113.8990675,174.9750162,21816182.5,37282291.03,62838524.95,36.91496784,63.08503216,0.585162067,5.95184471,6.328507658
1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_3,1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1876(1)_-_,1876,1798,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_3,1876(1)_-_,1876,1798,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923(1)_-_,1923,1828,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_3,1923(1)_-_,1923,1828,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_3,1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,A4,2024-03-11-Map2,ROI_3,2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2129(3)_-_,2129,1797,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_3,2129(3)_-_,2129,1797,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_3,2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_3,2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_-_,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_3,2162_-_,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,760455.1902,89.40923474,172.2663488,5811616.68,22197584.77,28769656.64,20.74895527,79.25104473,0.261813019,2.643254314,2.715019175
2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_3,2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_3,2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2260(1)_-_,2260,1315,L/H,F,02O,2,A2,A2,2024-03-11-Map2,ROI_3,2260(1)_-_,2260,1315,L/H,F,02O,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2469(2)_-_,2469,1312,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_3,2469(2)_-_,2469,1312,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
