Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,ROI,Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,,ROI_1_Blank_Area,ROI_1_HScore_1,ROI_1_HScore_2,ROI_1_Heme_Area,ROI_1_MAP2_Area,ROI_1_Total_Area,Per_Heme,Per_Map,Ratio,Tissue_Gaps,Gap_Adj
3228_-_,3228,1926,N,M,β04,4,A4-5,A4,2024-04-01-Map2,ROI_1,3228_-_,3228,1926,RV 10,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,8040486.599,113.5688337,127.1121487,11848503.74,22371238.88,42260229.22,34.62475996,65.37524004,0.529631095,19.02613106,23.49663084
3239_-_,3239,1886,N,M,β02,2,A4-5,A4,2024-04-01-Map2,ROI_1,3239_-_,3239,1886,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,2253012.671,100.7718739,138.0785039,6219334.476,30970201.57,39442548.71,16.72334516,83.27665484,0.200816726,5.71213764,6.058189779
3284_-_,3284,1915,RV 10,M,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,3284_-_,3284,1915,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,4365989.246,112.2620536,132.3686876,3748329.412,35488730.1,43603048.76,9.553033429,90.44696657,0.105620274,10.01303663,11.12720805
3297(2)_-_,3297,1828,L/H,M,04A,4,A4,A4,2024-04-01-Map2,ROI_1,3297(2)_-_,3297,1828,L/H,M,04A,4,A4,2024-04-01-Map2,,TRUE,1154369.525,101.2787642,133.5219855,5021230.524,27979787.94,34155387.98,15.21538049,84.78461951,0.179459206,3.379758197,3.497981514
3412_-_,3412,1888,N,M,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,3412_-_,3412,1888,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,2735940.697,105.4293558,124.746994,6737371.266,31509967.57,40983279.53,17.61526807,82.38473193,0.213817144,6.67574857,7.153283811
3432_-_,3432,1923,N,M,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,3432_-_,3432,1923,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1851724.278,108.8463231,141.0273649,1967597.538,7746801.995,11566123.81,20.25444323,79.74555677,0.253988361,16.009895,19.06164423
3458_-_,3458,1887,N,M,β02,2,A4-5,A4,2024-04-01-Map2,ROI_1,3458_-_,3458,1887,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,1834452.198,98.06909999,136.7207505,4546707.262,37343448.01,43724607.47,10.85388018,89.14611982,0.121753815,4.195468648,4.379196463
3559_-_,3559,1918,N,F,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,3559_-_,3559,1918,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,4072887.152,119.1354154,123.5438834,9563630.013,20666833.79,34303350.95,31.63573697,68.36426303,0.462752549,11.87314661,13.47279082
3647(2)_-_,3647,1832,L/H,F,05A,5,A5,A5,2024-04-01-Map2,ROI_1,3647(2)_-_,3647,1832,L/H,F,05A,5,A5,2024-04-01-Map2,,TRUE,1220196.74,110.604165,121.1215738,6058479.914,26683922.85,33962599.51,18.50346768,81.49653232,0.227046074,3.592766036,3.726656069
3648_-_,3648,1887,N,M,α02,2,A1-3,A1,2024-04-01-Map2,ROI_1,3648_-_,3648,1887,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,1278028.378,107.3821918,132.8244515,731142.1239,8086633.093,10095803.59,8.291684761,91.70831524,0.090413664,12.65900596,14.49377363
3703_-_,3703,1886,N,M,β05,5,A4-5,A4,2024-04-01-Map2,ROI_1,3703_-_,3703,1886,RV 10,M,β05,5,A4-5,2024-04-01-Map2,,TRUE,2192853.563,138.4897831,61.54351604,27202275.97,80.81419643,29395210.34,,,,7.459900908,8.061263151
3734_-_,3734,1888,N,M,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,3734_-_,3734,1888,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,984341.3235,100.6655703,136.2929921,1169251.16,7306681.894,9460274.377,13.79495511,86.20504489,0.160024916,10.40499762,11.61336831
3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,A1,2024-04-01-Map2,ROI_1,3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,2024-04-01-Map2,,TRUE,469461.0316,89.10456103,143.5501899,1384257.035,8854449.516,10708167.58,13.51984284,86.48015716,0.156334624,4.384139752,4.585159555
3858(2)_-_,3858,1828,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_1,3858(2)_-_,3858,1828,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,1723517.856,99.92771982,127.853812,3983242.006,21336776.56,27043536.42,15.73159196,84.26840804,0.186684338,6.373123061,6.806937569
3882_-_,3882,1919,N,F,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,3882_-_,3882,1919,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,1465023.518,110.3699194,131.2713349,1733471.405,7955905.583,11154400.51,17.89043204,82.10956796,0.217884864,13.13404084,15.11989387
3952_-_,3952,1921,N,M,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,3952_-_,3952,1921,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,4336751.755,117.1497893,119.9191563,12964285.21,21683396.95,38984433.92,37.41746751,62.58253249,0.597889955,11.12431635,12.51671536
3974_-_,3974,1889,N,F,α04,4,A1-3,A1,2024-04-01-Map2,ROI_1,3974_-_,3974,1889,N,F,α04,4,A1-3,2024-04-01-Map2,,TRUE,1168213.746,109.2112246,123.5571298,1131766.128,8210370.799,10510350.67,12.11463862,87.88536138,0.137845921,11.11488839,12.50478082
4045_-_,4045,1920,N,F,α05,5,A1-3,A1,2024-04-01-Map2,ROI_1,4045_-_,4045,1920,RV 10,F,α05,5,A1-3,2024-04-01-Map2,,TRUE,1351194.335,108.4727919,149.8118127,2247604.93,7981184.322,11579983.59,21.97332328,78.02667672,0.281612959,11.6683614,13.20971917
4153_-_,4153,1920,N,F,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,4153_-_,4153,1920,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,4288336.887,114.5518536,122.5091337,8110197.795,25590487.03,37989021.71,24.06537979,75.93462021,0.31692237,11.2883583,12.72477669
4156_-_,4156,1915,RV 10,M,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,4156_-_,4156,1915,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1017856.66,96.27810004,130.373355,1910133.972,9795094.459,12723085.09,16.318639,83.681361,0.195009245,8.00007744,8.695743668
Image_6450,6450,1960,S/H,F,β01,1,A4-5,A4,2024-03-11-Map2,ROI_1,Image_6450,6450,1960,S/H,F,β01,1,A4-5,2024-03-11-Map2,,TRUE,2451526.8,106.3503887,161.1311415,9083734.227,25630073.22,37165334.25,26.16749615,73.83250385,0.354417022,6.596272708,7.062108654
4276_-_,4276,1926,N,M,α04,4,A1-3,A1,2024-04-01-Map2,ROI_1,4276_-_,4276,1926,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,1015019.668,105.5979527,135.8588859,593669.4109,7413774.373,9022463.451,7.413969139,92.58603086,0.080076541,11.2499172,12.67595122
4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_1,4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,2366971.07,113.4674692,126.1008328,2854392.699,26363084.05,31584447.81,9.769470251,90.23052975,0.108272336,7.494103061,8.10121658
4330_-_,4330,1924,N,M,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,4330_-_,4330,1924,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1402810.05,107.5622781,145.4609661,2146852.079,7493354.58,11043016.71,22.26977237,77.73022763,0.2865008,12.7031416,14.55165952
4397(2)_-_,4397,1832,L/H,F,02A,2,A2,A2,2024-04-01-Map2,ROI_1,4397(2)_-_,4397,1832,L/H,F,02A,2,A2,2024-04-01-Map2,,TRUE,774629.1391,102.7604365,128.2680517,1899686.316,18213663.44,20887978.89,9.44490271,90.55509729,0.104300067,3.708492541,3.851318396
4421_-_,4421,1923,N,M,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,4421_-_,4421,1923,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,7658472.157,113.1211009,130.9065675,7942472.691,20200587.02,35801531.86,28.22178105,71.77821895,0.393180291,21.391465,27.21264936
4481_-_,4481,1919,N,F,β03,3,A4-5,A4,2024-04-01-Map2,ROI_1,4481_-_,4481,1919,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,6850533.864,115.1727337,123.4343522,9323900.998,22673855.9,38848290.76,29.13923319,70.86076681,0.411218147,17.63406763,21.40941906
4691(2)_-_,4691,1830,L/H,M,02A,2,A2,A2,2024-04-01-Map2,ROI_1,4691(2)_-_,4691,1830,L/H,M,02A,2,A2,2024-04-01-Map2,,TRUE,1883961.135,116.8736745,126.0719917,3510454.067,15442643.47,20837058.67,18.52179603,81.47820397,0.227322095,9.0413967,9.940122619
4711_-_,4711,1864,N,M,β04,4,A4-5,A4,2024-04-01-Map2,ROI_1,4711_-_,4711,1864,N,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,4662859.482,112.8258428,115.2126164,2636896.617,35784429.91,43084186.01,6.863106654,93.13689335,0.073688379,10.82267048,12.13612309
4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,A3,2024-04-01-Map2,ROI_1,4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,2024-04-01-Map2,,TRUE,1752389.947,107.9828209,123.8566773,5532078.34,22372025.47,29656493.76,19.82532167,80.17467833,0.247276598,5.908958629,6.28004382
4744_-_,4744,1918,N,F,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,4744_-_,4744,1918,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,1586890.385,104.3505504,140.0278621,2210184.559,9163200.8,12960275.74,19.43295236,80.56704764,0.24120224,12.24426406,13.95266524
4753_-_,4753,1892,N,M,α02,2,A1-3,A1,2024-04-01-Map2,ROI_1,4753_-_,4753,1892,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,1317137.605,102.5309004,137.0954383,1266242.337,8129555.836,10712935.78,13.47668727,86.52331273,0.155757874,12.29483339,14.01836843
4810_-_,4810,1922,N,M,α03,3,A1-3,A1,2024-04-01-Map2,ROI_1,4810_-_,4810,1922,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1031099.337,102.9561151,134.6402741,1652876.553,9792637.218,12476613.11,14.44126132,85.55873868,0.168787684,8.264256717,9.00876411
4825_-_,4825,1889,N,F,β04,4,A4-5,A4,2024-04-01-Map2,ROI_1,4825_-_,4825,1889,N,F,β04,4,A4-5,2024-04-01-Map2,,TRUE,1919112.925,110.3959399,119.3946681,2639407.805,37954751.32,42513272.05,6.501939841,93.49806016,0.069540906,4.514150129,4.727559251
4878_-_,4878,1886,N,M,α05,5,A1-3,A1,2024-04-01-Map2,ROI_1,4878_-_,4878,1886,RV 10,M,α05,5,A1-3,2024-04-01-Map2,,TRUE,529181.5045,103.9090874,136.7537128,931343.4425,8231029.143,9691554.09,10.16487197,89.83512803,0.113150303,5.460233721,5.77559469
4899(3)_-_,4899,1830,L/H,M,03A,3,A3,A3,2024-04-01-Map2,ROI_1,4899(3)_-_,4899,1830,L/H,M,03A,3,A3,2024-04-01-Map2,,TRUE,3896872.425,112.5312587,124.6651024,7659855.015,23505592.8,35062320.24,24.5780361,75.4219639,0.325873722,11.11413163,12.50382298
4902_-_,4902,1925,N,M,α04,4,A1-3,A1,2024-04-01-Map2,ROI_1,4902_-_,4902,1925,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,1201569.317,101.440899,144.5767381,1813825.463,8185186.358,11200581.14,18.14004719,81.85995281,0.221598554,10.72774084,12.01688065
4919(3)_-_,4919,1830,L/H,M,01A,1,A1,A1,2024-04-01-Map2,ROI_1,4919(3)_-_,4919,1830,L/H,M,01A,1,A1,2024-04-01-Map2,,TRUE,995860.8556,96.20437152,131.4875711,1102736.799,11210798.99,13309396.65,8.955484575,91.04451542,0.098363801,7.482389186,8.087529628
4990_-_,4990,1892,N,M,β02,2,A4-5,A4,2024-04-01-Map2,ROI_1,4990_-_,4990,1892,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,1801765.14,103.4905899,133.2964947,5280791.003,35753332.16,42835888.3,12.86926732,87.13073268,0.147700667,4.206204684,4.390894702
_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_1,_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,3661659.717,128.0997178,135.3633733,4814144.852,24573734.22,33049538.79,16.38139601,83.61860399,0.195906117,11.07930655,12.45976175
_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_1,_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,4395272.575,119.1853664,128.2922308,5818415.683,21887045.18,32100733.44,21.00097057,78.99902943,0.265838337,13.69212508,15.86428248
_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_1,_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,1753091.818,104.8739394,138.8565504,3407341.774,11280656.9,16441090.49,23.19813509,76.80186491,0.302051716,10.66286825,11.93553906
_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_1,_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,2498318.319,152.2816302,141.3714488,29797341.32,7705954.421,40001614.06,79.45259405,20.54740595,3.86679439,6.24554378,6.66159672
_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_1,_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,539250.4563,143.7637777,195.7933399,4677931.893,5396171.531,10613353.88,46.43521806,53.56478194,0.866898294,5.080867579,5.352838199
1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,A2,2024-03-11-Map2,ROI_2,1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,2024-03-11-Map2,,TRUE,235305.3812,193.4035243,224.9633765,12528742.57,3065566.52,15829614.47,80.3417612,19.6582388,4.086925691,1.48648839,1.508918285
2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_2,2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_2,2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_2,2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3290_40x-1-4,3290,1921,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_2,3290_40x-1-4,3290,1921,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,3068217.438,193.1764462,187.8202688,26978303.03,4123526.265,34170046.73,86.74185294,13.25814706,6.542532119,8.979260293,9.865070666
3663_40x-1,3663,1889,N,F,α03,3,A1-3,A2,2024-03-11-Map2,ROI_2,3663_40x-1,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-2,3663,1889,N,F,α03,3,A1-3,A2,2024-03-11-Map2,ROI_2,3663_40x-2,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-3,3663,1889,N,F,α03,3,A1-3,A2,2024-03-11-Map2,ROI_2,3663_40x-3,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
4460_40x-1-3,4460,1921,N,M,α01,1,A1-3,A2,2024-03-11-Map2,ROI_2,4460_40x-1-3,4460,1921,RV 10,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,1191016.738,126.3311417,182.6769618,10095413.88,12530389.76,23816820.38,44.61902897,55.38097103,0.80567437,5.000737794,5.263975401
1919-01-A_40X_4,4049,1919,N,F,01A,1,A1,A1,2024-03-11-Map2,ROI_2,1919-01-A_40X_4,4049,1919,RV 10,F,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-2,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_2,1919-03-A_40x-2,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-3,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_2,1919-03-A_40x-3,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-1,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_2,1919-04-A_40x-1,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-2,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_2,1919-04-A_40x-2,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-1,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_2,1919-05-A-40x-1,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-3,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_2,1919-05-A-40x-3,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-1,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_2,1923-Beta-1-40x-1,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-2,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_2,1923-Beta-1-40x-2,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_2,1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,519366.6739,116.1152555,149.5989098,4698739.349,6934209.826,12152315.85,40.39164341,59.60835659,0.677617128,4.273808222,4.464617407
1043(2)_-_,1043,1798,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_2,1043(2)_-_,1043,1798,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1125(2)_-_,1125,1797,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_2,1125(2)_-_,1125,1797,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1142(2)_-_,1142,1797,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_2,1142(2)_-_,1142,1797,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1252(2)_-_,1252,1828,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_2,1252(2)_-_,1252,1828,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,A3,2024-03-11-Map2,ROI_2,1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_2,1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_2,1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1461(3)_-_,1461,1798,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_2,1461(3)_-_,1461,1798,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1708(3)_-_,1708,1312,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_2,1708(3)_-_,1708,1312,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1768_-_,1768,1737,RV 10,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_2,1768_-_,1768,1737,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,5331859.327,99.64349351,134.6801908,5390323.744,35909430.27,46631613.34,13.05170908,86.94829092,0.150108863,11.43400141,12.9101479
Image_5861,5861,1963,S/H,F,β01,1,A4-5,A4,2024-03-11-Map2,ROI_1,Image_5861,5861,1963,S/H,F,β01,1,A4-5,2024-03-11-Map2,,TRUE,2171303.907,91.12583505,154.1428225,9558640.966,26777334.87,38507279.74,26.3062729,73.6937271,0.3569676,5.638684222,5.975631195
1821.03P_-_,3368,1821,S/H,M,03P,3,A3,A3,2024-03-11-Map2,ROI_2,1821.03P_-_,3368,1821,S/H,M,03P,3,A3,2024-03-11-Map2,,TRUE,6235512.695,105.4760804,134.1083605,8510512.068,23649858.3,38395883.06,26.46273028,73.53726972,0.359854675,16.24005544,19.38880872
Image_5861,5861,1963,S/H,F,β01,1,A4-5,A5,2024-03-11-Map2,ROI_2,Image_5861,5861,1963,S/H,F,β01,1,A4-5,2024-03-11-Map2,,TRUE,1298167.848,107.2464937,164.9810351,5508072.868,15174644.83,21980885.55,26.63128196,73.36871804,0.362978701,5.905894215,6.27658254
1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_2,1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,391931.4991,167.707916,190.2314969,16168556.53,5974695.081,22535183.11,73.01798676,26.98201324,2.706172667,1.7391982,1.76998169
1876(1)_-_,1876,1798,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_2,1876(1)_-_,1876,1798,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923(1)_-_,1923,1828,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_2,1923(1)_-_,1923,1828,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_2,1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,1066057.361,124.0137654,141.8916501,13271418.07,15204085.21,29541560.64,46.60643902,53.39356098,0.87288501,3.608669745,3.743770042
2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,A4,2024-03-11-Map2,ROI_2,2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,2024-03-11-Map2,,TRUE,743890.926,154.9770711,150.8588187,17891547,5840910.893,24476348.82,75.38851256,24.61148744,3.063143289,3.039223421,3.134487499
2129(3)_-_,2129,1797,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_2,2129(3)_-_,2129,1797,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_2,2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_2,2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_-_,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_2,2162_-_,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,1105486.746,102.919571,161.7907015,9870024.85,21803194.6,32778706.2,31.16205116,68.83794884,0.452687096,3.372575901,3.490288531
2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_2,2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_2,2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2260(1)_-_,2260,1315,L/H,F,02O,2,A2,A2,2024-03-11-Map2,ROI_2,2260(1)_-_,2260,1315,L/H,F,02O,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2469(2)_-_,2469,1312,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_2,2469(2)_-_,2469,1312,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2709(1)_-_,2709,1312,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_2,2709(1)_-_,2709,1312,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2710(1_2)_-_,2710,1312,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_2,2710(1_2)_-_,2710,1312,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,1368256.655,151.567169,141.5094563,23738291.13,9258330.19,34364877.97,71.94158123,28.05841877,2.563992711,3.981555401,4.146656841
2755_-_,2755,1737,RV 10,M,α01,1,A1-3,A2,2024-03-11-Map2,ROI_2,2755_-_,2755,1737,RV 10,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,4914982.275,84.67274976,146.4072089,3060434.044,20421993.58,28397409.9,13.03286906,86.96713094,0.14985971,17.3078541,20.93046917
2916(3)_-_,2916,1828,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_2,2916(3)_-_,2916,1828,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
