Test,Grp_Num,Grp_Num.1,Animal,Mouse_Number,Researcher,Trial,Time_Second,Pull.ups,Righting_Attempts,Limb_Score,Flip_Direction,Score,Epics,Score_Epic,Sex,Behavioral_Blinder,Pup_ID,Slide_Number,X,Surg_Grp,Time,Grp_Num.1.1,GestationalAge,Grp_Age,Grp.Sex,Grp_Sex_Age,Cage,Wgt,Lngth_cm
NG,5,15,BH0636,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T2,22.8,NA,NA,NA,L,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
AM,5,15,BH0636,BH0636,BJ,T1,NA,NA,NA,NA,NA,8.12,1.62,0,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,BH0636,BJ,T1,0,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T3,6.1,NA,NA,NA,R,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
NG,5,15,BH0636,NA,BJ,T4,FAILED,NA,NA,NA,NA,NA,NA,NA,F,636,MH636,1636,636,N,96,15,13,N - 13,N - F,N(F) - 13,1712,7.209,9.9
AM,5,15,BH0637,BH0637,BJ,T1,NA,NA,NA,NA,NA,13.13,2.63,0,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T3,10.8,NA,NA,NA,L,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T2,2.9,NA,NA,NA,L,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0637,BH0637,BJ,T1,9.1,NA,NA,NA,R,NA,NA,NA,F,637,MH637,1637,637,N,96,15,13,N - 13,N - F,N(F) - 13,1712,6.8272,9.3
NG,5,15,BH0638,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,BH0638,BJ,T1,0,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T3,15.7,NA,NA,NA,R,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T4,8.8,NA,NA,NA,R,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
NG,5,15,BH0638,NA,BJ,T2,3,NA,NA,NA,R,NA,NA,NA,F,638,MH638,1638,638,N,96,15,13,N - 13,N - F,N(F) - 13,1712,5.8154,9.5
IN-4,5,15,BH0639,BH0639,BJ,T4,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T2,0,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T3,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T6,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T5,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T2,0.6,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T3,0.1,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T2,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T4,0,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T3,18,NA,NA,NA,R,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T1,0.2,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T7,0,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T5,19.9,NA,NA,NA,R,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T6,0.1,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T4,0.6,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T7,55.1,NA,NA,NA,R,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,BH0639,BJ,T1,4.1,NA,NA,NA,R,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T8,0,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T7,NA,NA,NA,NA,R,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-3,5,15,BH0639,BH0639,BJ,T5,0.9,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
IN-4,5,15,BH0639,BH0639,BJ,T1,NA,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T6,0,NA,NA,NA,NA,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0639,NA,BJ,T9,5.2,NA,NA,NA,L,NA,NA,NA,M,639,MH639,1639,639,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3835,10.3
NG,5,15,BH0640,BH0640,BJ,T1,4.9,NA,NA,NA,R,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T3,2.8,NA,NA,NA,L,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T2,16.1,NA,NA,NA,L,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0640,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,M,640,MH640,1640,640,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.1318,10.5
NG,5,15,BH0641,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T3,2.1,NA,NA,NA,R,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,BH0641,BJ,T1,2.3,NA,NA,NA,R,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
AM,5,15,BH0641,BH0641,BJ,T1,NA,NA,NA,NA,NA,9.29,1.86,0,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T2,2,NA,NA,NA,R,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0641,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,M,641,MH641,1641,641,N,96,15,13,N - 13,N - M,N(M) - 13,1712,6.9813,10
NG,5,15,BH0642,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T2,0,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,BH0642,BJ,T1,5.3,NA,NA,NA,R,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T3,25,NA,NA,NA,R,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0642,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,M,642,MH642,1642,642,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.0906,10.3
NG,5,15,BH0643,NA,BJ,T2,28.7,NA,NA,NA,R,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T3,3.7,NA,NA,NA,R,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,BH0643,BJ,T1,FAILED,NA,NA,NA,R,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T5,2.6,NA,NA,NA,R,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
NG,5,15,BH0643,NA,BJ,T4,31.4,NA,NA,NA,R,NA,NA,NA,M,643,MH643,1643,643,N,96,15,13,N - 13,N - M,N(M) - 13,1712,7.3406,9.8
IN-4,2,4,BH0645,BH0645,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T1,11.82,1,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T2,NA,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
HLH,2,4,BH0645,BH0645,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T2,1.1,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T2,10.2,1,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
HLH,2,4,BH0645,BH0645,BJ,T2,22.66,NA,3,4,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T4,7.7,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T1,2.1,NA,NA,NA,R,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T3,15.3,1,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T3,1.5,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T4,1.6,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
HLH,2,4,BH0645,BH0645,BJ,T3,15.48,NA,2,3,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T4,NA,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T3,NA,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T1,NA,NA,NA,NA,R,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,BH0645,BJ,T1,FAILED,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T3,7,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T9,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-3,2,4,BH0645,BH0645,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
IN-4,2,4,BH0645,BH0645,BJ,T5,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T2,16.8,NA,NA,NA,L,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
FLH,2,4,BH0645,BH0645,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
HLH,2,4,BH0645,BH0645,BJ,T1,19.42,NA,1,4,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0645,NA,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
AM,2,4,BH0645,BH0645,BJ,T1,NA,NA,NA,NA,NA,12.33,2.47,0,F,645,MH645,1645,645,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.2304,6.8
NG,2,4,BH0646,NA,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-3,2,4,BH0646,BH0646,BJ,T8,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-3,2,4,BH0646,BH0646,BJ,T1,3,NA,NA,NA,R,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-4,2,4,BH0646,BH0646,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-3,2,4,BH0646,BH0646,BJ,T2,2.9,NA,NA,NA,R,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-4,2,4,BH0646,BH0646,BJ,T4,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
IN-3,2,4,BH0646,BH0646,BJ,T6,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
FLH,2,4,BH0646,BH0646,BJ,T1,14.82,2,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
HLH,2,4,BH0646,BH0646,BJ,T3,23.08,NA,2,3,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
FLH,2,4,BH0646,BH0646,BJ,T7,NA,NA,NA,NA,NA,NA,NA,NA,F,646,MH646,1646,646,S/H,24,4,10,S/H - 10,S/H - F,S/H(F) - 10,1944,3.4071,7
